"","song_id","title","release","artist_name","year"
"117238","SOHQSUT12AB017CCCF","Simple Man","Hardcore Superstar","Hardcore Superstar",2005
"133770","SOMKGHH12A6D4F9806","You Spin Me Round (Like A Record)","Get The Party Started: Essential Pop and Dance Anthems","Dead Or Alive",1984
"48516","SOYNBVS12A8C138CD1","No Boundaries_ No Regrets","The Black Power Of Romance","Pinhead Circus",2001
"187220","SOVBZJU12AB01887A2","Starlight","Ibiza 1991 - 2009","The Supermen Lovers",2001
"170039","SOLRUNY12AB0187DA2","Freitag Deluxe","Freitag Deluxe Remixes","Sean Pemberton",0
"44385","SOAZQMM12A6D4F9E6C","T.V. Eye (Take 11)","1970: The Complete Fun House Sessions","The Stooges",1999
"95312","SOCBSEU12AAA15D9CE","Lendas do mar","Arribação","Lili Araujo",0
"182685","SOMABGO12A8C13572A","Oltre Il Confine","Quei Disperati Che Puzzano Di sudore E Di Morte","Gianni Ferrio",0
"170364","SOERCVF12AB01850B0","Somewhere Along the Way","Jazz on the Rock_ Vol. 3","Illinois Jacquet",0
"189942","SOIZLFF12A8C1340C7","Sa e Rroma_ Ando Them","Waltz Rromano","Earth Wheel Sky Band",0
"137785","SOBNXDQ12A8C13A71D","Lightning","Jah In The Family","Nitty Gritty",0
"114265","SOLFKPS12A8C137C2F","Itching Heel","Blind Blake Vol. 4 (1929 - 1932)","Blind Blake",0
"194153","SOSFMYG12A8C134550","Ground (for The Ex)","Burn The Incline","The Vandermark 5",0
"124351","SOEJPMU12A8C13C299","Symphony No. 4 in C minor_ D. 417_ ""Tragic""/Menuett: Allegro vivace","Schubert: Symphony No. 4 & 8","Günter Wand",0
"196354","SOSQSHQ12AB01836CA","Ciclops","Automan","Riot",0
"169452","SOKZHYS12AB017EF69","Zwei Schwestern","Dankeschön Ernst Mosch","Michael Klostermann",0
"177571","SOOJTCQ12AC468CA5E","Snozzle Snout","Feed Your Imagination EP (Part 2)","Steve Birch",0
"40584","SOXJTFU12A3F1ECB4E","I'm So Glad (Live Album Version)","Royal Albert Hall London May 2-3-5-6 2005","Cream",0
"37906","SOLODQU12A58A79087","7 Letters Coked Out (Intro)","Booty Star- Glock Tawk","Andre Nickatina",0
"163785","SOANCDW12AB01838E1","Ol' English","Doctor's Advocate","The Game",0
"177023","SOQRQQX12A6D4F63C9","More","3","Thumb",2001
"168044","SOJXPPH12AC9072E2F","Young & Tragic","Dead Man's Bones","Dead Man's Bones",2009
"80198","SOKQVFO12AB017F6B3","Sonar (Album)","Carousel","Hugh Hopper",0
"14685","SOMXEKI12AB017F49A","White Knight Two","The Bang Gang Deejays 'D Is For Disco_ E Is For Dancing'","Surkin",2008
"179008","SORYXJG12A8C138E1A","Divergent Moons","Confession And Release","Moonbound",0
"146340","SOHLTIK12A8C13E934","Mírame (Cuestión De Tiempo)","T25","Timbiriche",0
"190519","SOPEWGW12A670209E5","Nine Threads","In A Bar_ Under The Sea","dEUS",1996
"35327","SOFFVMF12AB018125D","Tout va bien","Ton océan","Guillaume Ledent",0
"115288","SOJLGRK12AAF3B572D","Que Seas Tu","Raphael 50 Años Despues","Raphael",0
"12684","SOVJKWC12A6D4F85BD","What Are We Doin' In Love (2006 Digital Remaster)","Number Ones","Kenny Rogers And Dottie West",0
"92363","SOVMMWT12A6D4FD536","Hlavou Z Kopce","V Tichosti","Prouza",2007
"167855","SOYGLTP12AB017D54F","Wilde","Sexy Beast","Greed_ Sonic Cube",0
"24989","SOLNNBZ12AB0187F6C","Talk About The Good Times","Georgia Sunshine","Jerry Reed",1970
"58725","SOYJZRM12AF72A5D6F","I Won't Stand In Your Way","The Very Best of The Stray Cats: Rumble in Brixton","Stray Cats",1983
"124863","SOJPRGJ12A8C1389E9","Premonition","Premonition","Klaus Badelt",2007
"163533","SOOUOKW12A8C1349BA","Can The Circle Be Unbroken","Can The Circle Be Unbroken: Country Music's First Family","The Original Carter Family",0
"35047","SOXIOKT12AF72A04DA","Elephant Stone","Turns Into Stone","The Stone Roses",1988
"121645","SOWNDCE12A6D4FB304","Summer Dress 2 (iodine)","Let's Build A Fire","+ / - {Plus/Minus}",0
"16151","SOXEFLT12D021B5231","Jesus_ Take The Wheel","2007 Grammy Nominees","Carrie Underwood",0
"58810","SOOXLVR12AB018480A","Summertime Groove","The Collection","Bohannon",0
"33070","SOFHNFG12A58A7EF94","Stand Up","Stand Up","Everyday Sunday",2002
"189727","SONXTXA12A8C14069C","Under Love's Control","Under Love's Control","The Contours",0
"53028","SOJCSES12A8C13DEB9","Keeping Us Together","Nuh Skin Up","Keith Hudson",0
"122995","SORUYHT12A6D4F73F6","Getting To Know You","Broadway - My Way","Bill Perkins/Nancy Wilson",0
"127329","SOBHLBQ12A8C133349","Crawdaddy","Louisiana Hot Sauce","Jazz Crusaders",0
"124884","SOMKAGU12AB0189971","Drifting Away","100 Chillout Classics","Faithless",1996
"88071","SOZGJGR12A8C13FCB7","Solo Tu Me Das Felicidad","Eddie Gonzalez Performs Los Fantasmas del Caribe - El Reencuentro de Éxitos","Eddie Gonzalez",0
"37687","SOMZXAP12AB0185614","Polly Put The Kettle On","South Side Boogie","James Cotton",0
"88812","SOMVORG12A6D4FCDBE","Telephone Terror","A Nightmare on Elm Street","Charles Bernstein",1986
"180793","SOUJQKG12AB018670D","Right Now? No","City Fallen Leaves","Comet Gain",2005
"154172","SOXBWMC12A8AE48EF3","Leni","Control Freaks (The Remixes)","GoodBooks",2006
"74342","SOHJZUS12A8C1370F6","Messiah/Air: Thou shalt break them","Handel: Messiah","The Mormon Tabernacle Choir;The Philadelphia Orchestra;Eugene Ormandy",0
"127591","SODAHPV12AC90752BC","Mean Streets","Spirits On The Rise","Julian Sas Band",0
"23437","SOWFMUI12AB01867E0","Coming Down","Hope To See Another Day","Believe",2006
"78972","SOMRBHR12A8C137D70","Karma","Eskhata","Catamenia",2002
"134636","SOGBQDE12A8C139DC5","Sad Letter","Deep In The Blues","James Cotton",0
"119583","SOPSIUC12AB018DFF2","Capture","Underwater Tales (Download)","No Comment",0
"93370","SOYXAPZ12A8C140567","Everybody's Going Wild","Baby","The Detroit Cobras",2004
"150866","SOXUSUX12A8AE4548E","Hol's Dir","Ausser Kontrolle","Mono & Nikitaman",2008
"169023","SOEDTMC12A8C143338","Pes Afto Pou Thelis","Mia vradia me ton Lefteri kai tin Angela","Angela Dimitriou",0
"137263","SOENZYP12AB0183A7B","Obedience Gun","Forbidden Planet Explored / Sci-Fi Sound Effects","Jack Dangers",2004
"132140","SOIZDXA12A6D4F8FA9","Bach_ JS : Violin Sonata No.5 in F minor BWV1018 : III Adagio","Bach_ JS : Violin Sonatas Nos 1 - 6 [Complete]","Joseph Suk",0
"86977","SOSDFVL12A58A7FBEA","Greylight","Over The Rainbow","Virgin Prunes",2004
"155783","SOBDYXF12AB018567F","Der Grottenolm","Die Letzte Rache (+Bonus)","Der Plan",0
"41298","SONMYOE12AB018A102","Maiastra","Wolves And Witches","Magica",0
"44313","SOMCGFO12A6D4F89A8","Slaughter","The Dub Factor","Black Uhuru",1983
"123729","SOGETYZ12A8C1388A3","Midnight Highway","Restless The Best","Accept",1981
"52817","SOHJVSU12AB018AE95","Reason (Album Version)","Destination Unknown","Mest",2001
"113183","SOBZEZV12A8C13566B","Stay (Album Version)","Pony Ride","The Crash",0
"45319","SONJSUW12A8C142840","No Alibi","Illadelph Halflife","The Roots",0
"92886","SOAEGMR12A8C145293","500 Pounds of Idiot","Notes From The Turncoat Campaign","The Network",0
"183788","SOETKZB12A8C143F87","Coming Back (feat. Jonathan Mendelsohn)","Propaganda - Part 2","Marco V",0
"172019","SOQNCBE12A8C140AA8","Riding with Death","Small Brown Bike and The Casket Lottery","Small Brown Bike_ The Casket Lottery",0
"181708","SOTBIBV12A8C13FBE8","Nothing Else","Not Fade Away","David Kitt",2006
"93741","SOREKNE12AB01823B1","This Rhyme","Bittersweet Club Mix","617",0
"134024","SOLSORU12AB018CC30","Take Me Home Tonight (Eddie Money cover)","Punk Goes Classic Rock","Every Avenue",0
"34455","SOCRAXL12A8C139936","No Te Olvidaré","30 Exitos Insuperables","Mazz",1992
"21452","SOXGLYL12A8C13F87F","I Need A Vacation","Summer at Shatter Creek","Summer At Shatter Creek",2003
"111226","SOQUZBW12A8C13560F","Don't Talk To Strangers","Grown Up Wrong","The Real Kids",0
"103689","SOFUGQG12A81C21520","Alleluja (for violoncello solo) [Three Latin Prayers for solo voice] (Giacinto Scelsi)","Giacinto Scelsi: Natura renovatur","Frances-Marie Uitti",0
"148918","SOCKVQZ12A8C13B7D9","Mr. Blue","Come Softly To Me: The Very Best Of The Fleetwoods","The Fleetwoods",1987
"108109","SOEMPKD12A6D4F705E","You Gonna Need My Help","Rollin' Stone - A Golden Anniversary","Muddy Waters",1986
"80892","SOLXSDF12A6D4F9462","Redemption","The Lost_ The Sick_ The Sacred","Inhale Exhale",2006
"189507","SOGACTG12AB017DF6F","So Serene","So Serene","Mark Otten",0
"51510","SOLVOYL12A6D4F971E","Righteous Love","Righteous Love","Joan Osborne",2000
"136643","SONFJEK12AB0180B20","Vai Ser Pior Tentar Outra Vez (What's In It For Me)","Edson & Hudson","EDSON",0
"173047","SOXXSZO12A6D4F8263","Aelckxgeland","Alternative Schemes For The Younger","Rodriguez Jr.",0
"79630","SOBNVDE12AB0185501","Effaced Horizons","Music And Film","Wim Mertens",0
"48339","SOMNLWB12AB018322F","Noah's Toilet","Noah's Toilet / Rubaiyat","Coldcut",1997
"168048","SOYJQVF12AB0184E3B","II.: Rondo-Finale. Allegro","Mahler Symphony No. 5","Dallas Symphony Orchestra",0
"104146","SOCAIIB12A8C139453","Grace (Live From Cannes)","Grace","Simon Webbe",2006
"41463","SOSHIIK12A8C1446C1","Mental","Only When Its Dark Enough Can You See The Stars","Hundred Year Storm",2006
"63401","SOJEYLX12AB0181C0E","She's in Black (II)","Trippin' the Whole Colourful World !","The Shake",0
"162383","SOWGLJZ12A6D4F6A46","Freya","Age Of Winters","The Sword",2004
"138251","SOBTHUU12A8C13B86A","Shanne Bradley (Demo)","Just Look Them Straight In The Eye And Say... PogueMahone!!","The Pogues",2008
"60854","SOHIXIB12AB0181818","Rovin' Lover","Remembering The Sixties","Frank Ifield",0
"158302","SOVFZWR12AC3DF56C5","Taste And Try_ Before You Buy","Live","The Bishops",0
"36080","SOINQHH12A6D4F9959","Dlatego","I Hate Rock'N'Roll","T.Love",2006
"38830","SOBIBLE12A8C13CBBC","Jam Up And Jelly Tight","Dizzy","Tommy Roe",1986
"61536","SOYNTDN12A6D4FA845","Mother's Love","Best Place In The World","Lord Tanamo with Dr. Ring-Ding & The Senior Allstars",1999
"83376","SOSYTIJ12AAF3B3E10","Alguien Más","Amanda","Amanda_ Amanda",0
"154337","SOJDWIE12AB01880D2","Alphabet Song","What Is Love (Electro House Music)","Brasilianca",0
"50438","SOFROHH12A8C13EDD5","Excursions - Eight duets for piano_ four hands: IV. Con brio - The Drunken Driver","Thea Musgrave: Concertos_ Monologue_ Excursions","Thea Musgrave",0
"175601","SOZVJUT12A81C1FA8D","Cuando No Puedo Verlo","Llevame Contigo","Olga Tañon",1997
"16186","SOSLVBE12A8C1407C0","March Of The SAS","Still Bollox But Still Here","The Varukers",1983
"38323","SOITAAQ12AC907305F","Blue'n Boogie (feat. Piero Bassini Open Form Trio_ Attilio Zanchi_ Piero Bassini)","Perpetual Groove","Bobby Watson",0
"178537","SOPRDTT12AB017D230","I Call Your Name","I Surrender All","Clay Crosse",1994
"102112","SOAAGGN12A8C1362C6","Trouble Man","From There To Here","Kyle Eastwood (featuring Joni Mitchell)",1998
"72486","SOFNHAI12AC468DF9F","Mad Bike Messenger","The Tuxedo","John Debney",2002
"179095","SOWRWOW12A8AE4720F","Watch The Children Play","Quiet As It's Kept","Bobby Watson",0
"116941","SOBUDSI12A8C131C31","Infamous Existence","False / Erase","Gorefest",1992
"117454","SOAJDCS12AB018EC22","Sr. Cañellas part V (interludi)","Glamour almo·gabber","Herois de la Katalunya Interior",0
"81651","SODTCNU12AB0182D9E","Be Warned","Giraffes and Jackals","Bobby Birdman",2005
"39769","SOYAEKD12AC3DFA6AF","Field","Classic Plant","Four Tet",1998
"73327","SOZZCNZ12A8C138F47","Kalimba De Luna","20th Century Hits","Boney M. 2000",1999
"150842","SONQSKH12A58A791DE","Junction Creek (LP Version)","Alive 'N Kickin'","Alive 'N Kickin'",1970
"79784","SOGKQYV12A8C13C830","Borboleta","Mais","Marisa Monte",1991
"154061","SOJXHLU12AAF3B2700","Cast Away","Trance Raider - Tomb 1","Liquid Nations",0
"79215","SONIURU12AB018C66C","Dead and Gone (Take 1)","Live at CD Studios 1987","Sea Hags",0
"123492","SOGIQFF12AB018A319","Jackson Ramble","Night House","Caroline Dahl",0
"59374","SOAGMKN12A58A79D2F","A Musical Portrait Of Chuck Close_ Mvt. 1: Movement II","Portraits","Philip Glass",0
"165666","SODVHNW12AB0181800","Will We Survive?","Various Failures","Swans",1999
"724","SOFKQUW12AB0182ECB","Familiar Places","Winter Hours","Winter Hours",1989
"140578","SOKRJRB12AB0181D75","O Sangue Não Nega","Felino","Luiz Melodia",0
"29285","SOROYAT12AB0185A00","Nattens Vandrare","Kvällningsvindar Över Nordront Land","YGGDRASIL",0
"53263","SOGBOYY12A8C142A7B","Up Down","Dhs Sampler 2.0","Chicago House Syndicate",0
"137884","SOKCKTY12A8C13A99D","I Should Care","Late Lament","Paul Desmond",1996
"147396","SOLACVI12A6D4F9FE7","Pavilions Of Sun","Across The Airwaves","Tyrannosaurus Rex",1970
"159554","SOEXRWX12A6D4F97AF","Barato Modesto","Divino Maravilhoso - Gal Costa Interpreta Caetano Veloso","Gal Costa",0
"146974","SODJHFP12A81C23AB0","Blood Is Thick","Soul Survivor / Chapter 13","Gorefest",1996
"33682","SOQGSPJ12A8C13D6D7","Stay (Al B. Rich Into The Light Dub Mix)","Stay","Mynt Featuring Kim Sozzi",0
"103856","SONZJJK12A8C139C2D","Choke","Unbreakable","MyChildren MyBride",2008
"63797","SOOZQHA12A8C141E71","Back to the mind","Heartbeat","Solid Sleep",0
"157556","SODFULT12CF5F88990","Jump Up Behind Me","JT/Dad Loves His Work/Hourglass","James Taylor",0
"49845","SOIOJFA12A58A7F35E","Cool Guy 2 (Album Version)","Stan And Judy's Kid","Adam Sandler",1999
"44688","SOFLNOA12AB0180A07","Where I'm Calling From","Other People","American Princes",2008
"83474","SOZAUBN12A8C145318","Run With The Pack","The Warrior","Chariot",0
"44571","SOQNIVQ12A58A77E99","See a Penny (Premix)","Our Friends In Hell - Remixes By YACHT","YACHT_ YACHT",2007
"179571","SOCFKEF12A6D4F9F6D","Physics Never Stood a Chance","Save the Scene","King of Prussia",0
"149898","SOXZPGJ12A8C13C0F4","Concrete Music","The Beauty Of The Empty Vessel","The Occasional Keepers",2005
"172396","SOFEPIR12A81C20519","Lullaby (Co.)","Gabby Road","Four Bitchin' Babes",1997
"182712","SOJOUFR12AB017B172","New Day","Viva Los Guerrillas!","The Sharpshooters",0
"56502","SOGWVJJ12AB017DCA4","Shalom Chaverim","Carnegie Hall Concert","Weavers",0
"44987","SOTNRWY12A8C13BEAC","Tobira-3","Ki-oku","DJ Krush & Toshinori Kondo",0
"91099","SOFYWAM12A58A7FFEF","Wrestle Mania 5: Hulk Hogan vs. Macho Man... Winner Gets Miss Elizabeth's Love","Stallone","Daggermouth",0
"111662","SOTNIYK12A8C138BED","Heavy Metal","A Catholic Education","Teenage Fanclub",1990
"55266","SOOPJGE12AB018759E","Volvamos A Amar (Maria)","Ari Borovoy","Ari Borovoy",0
"125979","SOLRRMH12AB018038B","Untitled 11","Whispers From the Woods","Uton",0
"122783","SOCZCWW12AB0181241","The Weak Willed","All That Remains: Live","All That Remains",2006
"153194","SOHILHT12AB017C9EF","LogBox Lunacy","Banjo-Kazooie: Nuts And Bolts (Original Soundtrack)","Robin Beanland",0
"4433","SOPOGSL12AB017E155","Come Into My House","Precious: Based On The Novel ""Push"" By Sapphire","Queen Latifah",1989
"91861","SONSYPB12AC960A4C3","Barndommens Gate","Mitt Ville Hjerte","Kari Bremnes",1987
"81851","SOAAONL12AF729D74B","How I Spent My Summer Vacation","End Is Forever","The Ataris",2000
"96969","SOPQJUP12A6D4FBD77","My Idaho Home","Nashville","Ronee Blakley",1975
"39200","SOONRMW12AB0182A79","Back On The Streets (BBC In Concert Hammersmith 1985)","Innocence Is No Excuse","Saxon",1985
"194223","SOZRXTR12A8C132E28","Interlude","Emerson Plays Emerson","Keith Emerson",1995
"132305","SOLYKNZ12A6D4F5DB4","Open Up Your Heart (2006 Remastered LP Version)","21 #1 Hits: The Ultimate Collection","Buck Owens",2006
"185462","SOXMNGF12A58A7B889","Speech Bubbles","Elephant Eyelash","Why?",0
"66689","SOFRZTV12A8C140EE5","World Down Under","Da Capo","Ace of Base",2002
"154623","SOFDZTP12AB018C402","Glory  (LP Version)","Every Dirty Word","Mollies Revenge",1997
"127143","SOKEZVW12AB018106D","In The Wee Small Hours Of The Morning","Slowing Down The World","Chris Botti / Sting",0
"88790","SORASLA12A8C13F63B","Outta Style","Vicious Circle","Zero Boys",2000
"148004","SOLAFKE12AC468AA93","Let Your Love Flow","Twenty Years and Change","Collin Raye",2005
"161845","SOUGAFA12A6D4FD93C","The Fifth Man","Pieces Of The Sun","Tony Levin",2002
"182781","SOEBIGL12A58A7DD4E","Europe Endless (2009 Digital Remaster)","Trans Europe Express (2009 Digital Remaster)","Kraftwerk",0
"136068","SOBJVFC12A8C1378AB","Kurtis Shout","Tricka Technology","A. Skillz & Krafty Kuts",2004
"142605","SOAKLCY12AB018B54B","Hit 'Em Up Style (Album Version)","Genuine Negro Jig","Carolina Chocolate Drops",2010
"122381","SONEGNI12A6D4F9C50","Come Around","Best Of","Mental As Anything",1980
"154326","SOKLSDR12AB0188D0D","Hikari Land","DMT","dmt",2005
"38270","SOCXSFC12AB0186531","If He's Good Enough for Lindy (Herbert Hoover)","Presidential Campaign Songs_ 1789-1996","Oscar Brand",0
"31599","SOIZFHE12A8C134142","Mala Mujer","For Salsa VIPs Only","Fruko Y Sus Tesos",0
"29915","SOUXBHI12AB0186B2E","Skirts Are Takin' Over","Leader And The Falcon","Head of Femur",2005
"30031","SOOTYGD12AAF3B3A77","Amanogawa 1997","Skintone Collection","Susumu Yokota",0
"31215","SOJHSZC12A6D4F82C6","Is Your Love Strong Enough?","Platinum Collection","Bryan Ferry",1989
"8296","SOGVUSL12A8C1362E3","Gigoletta (Mitte Karaoke Remix)","Clubstuhl","Frank Martiniq",2003
"125041","SOMNZRT12AB01876EA","A Ras De Mí","Cuidado Contigo","Alado Sincera",2007
"10116","SOBRXBE12A8C13B3F0","Don't Take My Coconuts","Live","Kid Creole & The Coconuts",0
"84732","SOJUIVF12A8C1413B2","Practica Lo Que Predicas (Practice What You Preach)","Last Day In Paradise","Alex Skolnick Trio",2007
"24446","SOJRMLE12A8C142975","No More Blue Horizons","THE BEST SONGS OF CHINA CRISIS","China Crisis",1982
"50851","SOBGOMD12A58A7A87C","Girl","Beatles songs for Babies","The Lullaby Orchestra",0
"577","SOGJNKE12AC468E255","Dig It","Dig It","Pirupa_ Pigi",0
"187813","SOQCNSK12AB01823EA","Telling Stories","Pavarotti & Friends for Cambodia and Tibet","Tracy Chapman",2000
"159258","SOTLBAW12CF5F87C9B","Give Me One Good Reason","Take Off Your Pants And Jacket","Blink-182",2001
"152198","SOOSVLB12AB01851EF","Her(t)z Frequenz (alt mix)","Her(t)z Frequenz","Die Form",0
"67443","SOBOJTF12AB01858B7","I Was In New Orleans Last Night","Roamin' and Ramblin'","David ""Honeyboy"" Edwards",0
"66067","SOUGSAO12A8C138749","Wish You Were Here","Live in Japan 2004","Incubus",2001
"17750","SOGXGJJ12A58A7A015","About A B*tch (Explicit)","About a B*tch [feat. MacBreezy]","Yung Ralph",0
"141564","SOTKINV12AB017F120","Lucky Dog","Don't Close Your Eyes","Keith Whitley",1988
"164456","SOALWTB12AB0186A4C","New Orleans Hop Scop Blues","Essential Bessie Smith Vol 2","Bessie Smith",1998
"74464","SOSQBKM12A6D4F738B","Young Boy Blues (LP Version)","The Ultimate Collection","Ben E. King",0
"68714","SOUUIPI12AC3DF68BB","Tomato Gong","Odd Pieces 2","Falko Brocksieper",2003
"170623","SOSMAQX12A8C13C4E7","Sin City","The Red Album","The Flying Burrito Brothers",1969
"108698","SONZQPJ12A6702105C","I'll See It Through","I'll See It Through","Texas",2003
"190737","SOSRCPJ12A8C1334EF","Days Of Nothing (Full Band Winter Version)","Days Of Nothing","Chokebore",1997
"55268","SOMODHH12A8C1372BD","Killing Floor","Chess Moves - Chess Remixed","Howlin' Wolf",1965
"82360","SOPLOJQ12A6D4FC4F5","Apples And Oranges (Stereo Version)","The Piper At The Gates of Dawn","Pink Floyd",2007
"116606","SOJTCNZ12A8C136E97","Tunnel Of Love","Gene Simmons","Gene Simmons",1978
"175862","SOYZWOK12AB0182C8E","Slycing Steel Work","Silencer","Svalastog",2005
"32562","SOMHBKR12A8C13B055","Modern Boys And Girls","Modern Boys And Girls","Television Room",0
"162230","SORLPKW12AB017F9BD","Re|gest (neuzeit)","Neusprache","Proceed",2006
"40863","SOWEAQK12A6D4F7EB8","Clochettes Des Montagnes (Tango)","Dansez Maintenant","Yvette Horner",0
